key;rule;severity;component;project;hash;status;effort;debt;creation_date;update_date;close_date;type;resolution;assignee
AYGH6YtvXTJqntDAWxoR;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/shared/solana-transaction-instruction/solana-transaction-instruction.tsx;brave_brave-core;69b762795976f5eb39b1726e1279a750;OPEN;5min;5min;2022-06-21T19:28:22+0200;2022-06-21T22:13:58+0200;;CODE_SMELL;;
AYGH6YwIXTJqntDAWxoS;typescript:S4621;CRITICAL;brave_brave-core:components/brave_wallet_ui/utils/solana-instruction-utils.ts;brave_brave-core;46acacbe9a1b89b4e35104450679b470;OPEN;1min;1min;2022-06-21T19:28:14+0200;2022-06-21T22:13:58+0200;;CODE_SMELL;;
AYGH6YwIXTJqntDAWxoT;typescript:S4621;CRITICAL;brave_brave-core:components/brave_wallet_ui/utils/solana-instruction-utils.ts;brave_brave-core;553caddbd9b859e83c0ea524cafdb545;OPEN;1min;1min;2022-06-21T19:28:14+0200;2022-06-21T22:13:58+0200;;CODE_SMELL;;
AYGFwfVS0kbXEL6lAOtJ;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;29c75b884ffc2ccea0c42647ba3b728c;OPEN;10min;10min;2022-06-21T07:29:51+0200;2022-06-21T07:35:05+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRA;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;7d306825781071c35946e31d77cb021d;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRE;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;efa3332452e9b0ecc3a36dc234062ff8;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRH;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;06380aac2166bd3a09ec6d50f4c3ce34;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRI;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;bfcbd12a7d459cccec838794ec5260aa;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRJ;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;dcb93a8849890d195be119f3f8e937b1;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRK;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;66f81a0a736cb2fcdcd84b1f9a35fcaa;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRL;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;dcb93a8849890d195be119f3f8e937b1;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRM;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;c3c2ec40d5d87e2adf5b51a4122b5b55;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRN;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;dcb93a8849890d195be119f3f8e937b1;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRO;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;7a6e02cc28357da364d99741c9d8263d;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRP;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;dcb93a8849890d195be119f3f8e937b1;OPEN;10min;10min;2022-06-20T12:30:25+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUbBHv7qLKC3aWRU;python:S1542;MAJOR;brave_brave-core:PRESUBMIT.py;brave_brave-core;8ff2b96950364fe30bcb40a891123006;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUbBHv7qLKC3aWRV;python:S1542;MAJOR;brave_brave-core:PRESUBMIT.py;brave_brave-core;2ed99063225bd860a580e836ddf99144;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWQ3;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;27bad1d6bddb91092751e3d029da5fd4;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWQ4;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;8c74837b82f842e9eb69588475e69d9a;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWQ5;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;25090fb1d822bc95a103dc4e78fbb42f;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWQ6;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;76ab085f7e31f538cbd13fdc4afe745d;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWQ7;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;28ea31f7f8849014127bd29843a9363f;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWQ8;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;334c1580dfdfb87a78fcb4b2530b18cc;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWQ9;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;044617827744f067cf258fcac3923b5f;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWQ-;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;f230990d4f12471968e56e99bf966322;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWQ_;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;fb527ae696e8bafd32c885b193aaf8b1;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRB;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;4b69b144d2fafb2d2a181ac87c78a0df;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRC;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;870624a51f493f584b32c0d6966d943a;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRD;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;bfa8e11140dd049dc970974e97eb87c6;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRF;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;18fbc4ad36a9bdd7bbffdc46fda01906;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYGBwUH1Hv7qLKC3aWRG;python:S1542;MAJOR;brave_brave-core:script/chromium_presubmit_overrides.py;brave_brave-core;9108c4140e010db74503552d2919f468;OPEN;10min;10min;2022-06-20T12:30:24+0200;2022-06-20T17:32:06+0200;;CODE_SMELL;;
AYKTnn1H9WgEqfdzpZGI;typescript:S4782;MAJOR;brave_brave-core:components/brave_wallet_ui/components/buy-send-swap/create-account/index.tsx;brave_brave-core;e8d4a7fee5fea9f5ae0ea548dc4fc60b;OPEN;1min;1min;2022-06-18T03:08:54+0200;2022-06-18T03:11:13+0200;;CODE_SMELL;;
AYGH6Y0nXTJqntDAWxod;typescript:S128;BLOCKER;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.ts;brave_brave-core;4d08ae4655e1ab564464b3e7cc35c19f;OPEN;10min;10min;2022-06-17T17:03:32+0200;2022-06-17T17:03:32+0200;;CODE_SMELL;;Douglashdaniel@github
AYG88a6PrX2VtpE9ZLO5;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/components/desktop/popup-modals/add-account-modal/hardware-wallet-connect/accounts-list.tsx;brave_brave-core;297d38396c14badb6993019e6c75a467;OPEN;8min;8min;2022-06-16T21:16:57+0200;2022-09-27T01:55:37+0200;;CODE_SMELL;;
AYGH6YnyXTJqntDAWxoO;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/components/extension/confirm-transaction-panel/transaction-info.tsx;brave_brave-core;d83cfca88683630d6588b8bef43c57ae;OPEN;9min;9min;2022-06-16T16:41:40+0200;2022-06-16T16:41:40+0200;;CODE_SMELL;;Douglashdaniel@github
AYFrhuGuTTJWA7I8XY2t;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_search_engines_page/brave_search_engines_page_browser_proxy.js;brave_brave-core;27d00f109b1fb18d4191d110a6962635;CLOSED;5min;5min;2022-06-16T03:20:33+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYFrhuL2TTJWA7I8XY2u;css:S4667;MAJOR;brave_brave-core:browser/resources/settings/brave_search_engines_page/brave_search_engines_page.html;brave_brave-core;ae974043212d80be328bb42ebcc4f41b;OPEN;1min;1min;2022-06-15T09:35:41+0200;2022-06-15T11:30:55+0200;;CODE_SMELL;;
AYG88bOhrX2VtpE9ZLPA;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/common/async/lib.ts;brave_brave-core;b717b7e0afeea1a7e54d19325a348165;OPEN;11min;11min;2022-06-10T13:19:20+0200;2022-06-14T22:52:56+0200;;CODE_SMELL;;
AYHeTX8LF1vZnhgwqk-l;typescript:S3776;CRITICAL;brave_brave-core:components/brave_rewards/resources/rewards_panel/lib/extension_host.ts;brave_brave-core;78f0708bc77def95f99fff0712ab2da6;CLOSED;1h15min;1h15min;2022-06-09T21:35:24+0200;2022-10-19T23:14:38+0200;2022-10-19T23:14:38+0200;CODE_SMELL;FIXED;
AYFERPQIrI4cGTBTB9hq;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.ts;brave_brave-core;724d0a2f53b32c19f0e57cc6cce4d60a;OPEN;5min;5min;2022-06-08T07:31:35+0200;2022-06-08T07:31:35+0200;;CODE_SMELL;;
AYFERPQIrI4cGTBTB9hr;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.ts;brave_brave-core;2050e6837efbfdae259ca6f8c3384f1d;OPEN;5min;5min;2022-06-08T07:31:35+0200;2022-06-08T07:31:35+0200;;CODE_SMELL;;
AYGH6Y0nXTJqntDAWxoc;typescript:S4325;MINOR;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.ts;brave_brave-core;110a51a21afee63f4c66fd8fb193a878;OPEN;1min;1min;2022-06-08T03:16:24+0200;2022-06-08T03:16:24+0200;;CODE_SMELL;;
AYGH6YxWXTJqntDAWxoU;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/panel/container.tsx;brave_brave-core;cccd76784645a9fab8c63bc8fd21cec2;OPEN;41min;41min;2022-06-07T22:14:42+0200;2022-09-23T06:55:24+0200;;CODE_SMELL;;
AYGH6Y0nXTJqntDAWxoY;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.ts;brave_brave-core;f6e850368be226a72b4709e3e69d09e6;OPEN;1h52min;1h52min;2022-06-07T20:47:31+0200;2022-09-23T06:55:24+0200;;CODE_SMELL;;
AYGH6Y0nXTJqntDAWxoZ;typescript:S4325;MINOR;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.ts;brave_brave-core;9602e2b31aa78b38b5caf6383fb50354;OPEN;1min;1min;2022-06-07T20:47:31+0200;2022-06-07T21:26:10+0200;;CODE_SMELL;;
AYGH6Y0nXTJqntDAWxoa;typescript:S4325;MINOR;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.ts;brave_brave-core;4197cac56f77b3baffa20cf00ad7144c;OPEN;1min;1min;2022-06-07T20:47:31+0200;2022-06-07T21:26:10+0200;;CODE_SMELL;;
AYGH6Y0nXTJqntDAWxob;typescript:S4325;MINOR;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.ts;brave_brave-core;d9a36c6f581acf99a0158a7cd203c280;OPEN;1min;1min;2022-06-07T20:47:31+0200;2022-06-07T21:26:10+0200;;CODE_SMELL;;
AYGH6Y0BXTJqntDAWxoX;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/use-pending-transaction.ts;brave_brave-core;49c90ff5feca5787ce33691ee9654539;OPEN;5min;5min;2022-06-07T20:47:31+0200;2022-06-07T21:26:10+0200;;CODE_SMELL;;
AYGBwUSwHv7qLKC3aWRQ;javascript:S2703;BLOCKER;brave_brave-core:build/commands/lib/util.js;brave_brave-core;5c4f834c0d86e43fca87d3cfcf848a52;OPEN;2min;2min;2022-06-07T15:53:43+0200;2022-06-07T15:53:43+0200;;CODE_SMELL;;
AYGBwUSwHv7qLKC3aWRR;javascript:S2703;BLOCKER;brave_brave-core:build/commands/lib/util.js;brave_brave-core;ad4cdd73e62fc04e7c8e207701c81356;CLOSED;2min;2min;2022-06-07T15:53:43+0200;2022-10-25T07:20:07+0200;2022-10-25T07:20:07+0200;CODE_SMELL;FIXED;
AYGBwUSwHv7qLKC3aWRS;javascript:S2681;MAJOR;brave_brave-core:build/commands/lib/util.js;brave_brave-core;29887af252a7dc71799e36467d59b3ae;OPEN;5min;5min;2022-06-07T15:53:43+0200;2022-06-07T15:53:43+0200;;CODE_SMELL;;
AYEqzvtnEZiozXNPZKhj;typescript:S4623;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/explorer.test.tsx;brave_brave-core;c56edb1a42680db270aa3bd7e360c7fe;OPEN;1min;1min;2022-06-03T17:40:33+0200;2022-06-03T20:19:38+0200;;CODE_SMELL;;
AYEqzvtnEZiozXNPZKhk;typescript:S4623;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/explorer.test.tsx;brave_brave-core;bad940ef8e7660938096009128c47e8b;OPEN;1min;1min;2022-06-03T17:40:33+0200;2022-06-03T20:19:38+0200;;CODE_SMELL;;
AYEqzvtnEZiozXNPZKhl;typescript:S4623;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/explorer.test.tsx;brave_brave-core;4f1f310ecd105e0616cd19453ae37624;OPEN;1min;1min;2022-06-03T17:40:33+0200;2022-06-03T20:19:38+0200;;CODE_SMELL;;
AYEqzvtnEZiozXNPZKhm;typescript:S4623;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/explorer.test.tsx;brave_brave-core;8a12270945c2d0e559717fea639a0d97;OPEN;1min;1min;2022-06-03T17:40:33+0200;2022-06-03T20:19:38+0200;;CODE_SMELL;;
AYEqzvtnEZiozXNPZKhn;typescript:S4623;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/explorer.test.tsx;brave_brave-core;4583daf6a8a6f28cb269dae721090745;OPEN;1min;1min;2022-06-03T17:40:33+0200;2022-06-03T20:19:38+0200;;CODE_SMELL;;
AYHe4KaUdmRBy1GMvfJa;javascript:S3504;CRITICAL;brave_brave-core:build/commands/lib/util.js;brave_brave-core;918673f75999123a198b0a6ec6f408dd;OPEN;5min;5min;2022-06-03T16:10:00+0200;2022-06-03T16:21:36+0200;;CODE_SMELL;;
AYHe4KaUdmRBy1GMvfJb;javascript:S1126;MINOR;brave_brave-core:build/commands/lib/util.js;brave_brave-core;a36f8992b421cc1dd2fb56d6a04678bb;OPEN;2min;2min;2022-06-03T16:10:00+0200;2022-06-03T16:21:36+0200;;CODE_SMELL;;
AYHe4KaUdmRBy1GMvfJc;javascript:S3504;CRITICAL;brave_brave-core:build/commands/lib/util.js;brave_brave-core;54812608d8c653a01638304008a6d2bf;OPEN;5min;5min;2022-06-03T16:10:00+0200;2022-06-03T16:21:36+0200;;CODE_SMELL;;
AYHe4KaUdmRBy1GMvfJd;javascript:S3504;CRITICAL;brave_brave-core:build/commands/lib/util.js;brave_brave-core;bbec65fac938cac74e1e83f87add0467;OPEN;5min;5min;2022-06-03T16:10:00+0200;2022-06-03T16:21:36+0200;;CODE_SMELL;;
AYGBwUUaHv7qLKC3aWRT;javascript:S3504;CRITICAL;brave_brave-core:build/commands/lib/pylint.js;brave_brave-core;3316d42895d4cfcc8cd6d9900f5a4ea7;OPEN;5min;5min;2022-06-03T14:59:17+0200;2022-06-03T15:02:39+0200;;CODE_SMELL;;
AYHaXkjvxEfYaQdqkNxt;python:S3626;MINOR;brave_brave-core:build/mac/download_hermetic_xcode.py;brave_brave-core;e70c4df10ef0983b9c8c31bd06b2a2c3;OPEN;1min;1min;2022-06-02T16:33:42+0200;2022-06-02T16:33:42+0200;;CODE_SMELL;;
AYEhT8NpCGypHPW1DPB_;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;f4b3e466fa96994cd70018b98be90b8e;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NpCGypHPW1DPCA;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;dc3da7fdfb8214c4ecc15a63c699e770;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NpCGypHPW1DPCB;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;47938404699ebea33ce94d69b66f69b7;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NpCGypHPW1DPCC;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;7796778c2675adede530aceed7b49148;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NpCGypHPW1DPCD;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;6c574c3d7186bdfd858e3eb37c5c900e;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NpCGypHPW1DPCE;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;1484de667a92a81982fc84eef691546e;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NpCGypHPW1DPCF;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;1b61c425c4cb6b802a4db6484d5db348;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NpCGypHPW1DPCG;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;16712b9cdfc7c7591d5fd53409014821;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NpCGypHPW1DPCH;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;bc7ae813e5e892323efc5ed4e79b2edc;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NpCGypHPW1DPCI;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;48efc85db5cad5a007cff74f44f39fed;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NpCGypHPW1DPCJ;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_browser_proxy.js;brave_brave-core;f13e307232ce44d3abb4b97724dcf7bc;CLOSED;5min;5min;2022-06-01T20:43:51+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYEhT8NICGypHPW1DPB-;css:S4649;MAJOR;brave_brave-core:browser/resources/settings/default_brave_shields_page/brave_adblock_subpage.html;brave_brave-core;1ed61f7bcab179b770449628b8c1daea;OPEN;1min;1min;2022-06-01T20:43:51+0200;2022-06-02T00:04:44+0200;;BUG;;
AYE8OukGI4tF7m0WN1uE;typescript:S1134;MAJOR;brave_brave-core:components/brave_wallet_ui/stories/locale.ts;brave_brave-core;694c2b292616db288c88e5ec0c3e748a;OPEN;0min;0min;2022-05-25T01:28:44+0200;2022-05-25T01:30:48+0200;;CODE_SMELL;;
AYDjrEd2rLWdPHJuUEdW;typescript:S125;MAJOR;brave_brave-core:components/brave_wallet_ui/components/desktop/popup-modals/add-account-modal/add-imported-account-modal.tsx;brave_brave-core;c1275fdb537e309860bb0f7b5cf05dde;OPEN;5min;5min;2022-05-20T20:25:04+0200;2022-05-21T00:49:17+0200;;CODE_SMELL;;
AYDjrEYarLWdPHJuUEdQ;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/desktop/views/portfolio/portfolio-asset.tsx;brave_brave-core;01b5506ffb1d1963327baf55f0821cd3;OPEN;5min;5min;2022-05-20T18:55:35+0200;2022-05-21T00:49:17+0200;;CODE_SMELL;;
AYDjrEtsrLWdPHJuUEdh;typescript:S1121;MAJOR;brave_brave-core:components/brave_wallet_ui/utils/account-utils.ts;brave_brave-core;545cacb460de85add4fd1f3aa2135b79;OPEN;5min;5min;2022-05-20T18:55:35+0200;2022-05-21T00:49:17+0200;;CODE_SMELL;;
AYKTnn-y9WgEqfdzpZGL;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/shared/tooltip/style.ts;brave_brave-core;1a2017202d21c80857cbfd2565a1539e;OPEN;5min;5min;2022-05-18T21:44:06+0200;2022-05-18T21:44:06+0200;;CODE_SMELL;;
AYDYMvBOR-2e_-V9zp5h;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/buy-send-swap/swap-input-component/index.tsx;brave_brave-core;dd64977004fb366a79d9d7887c315235;OPEN;5min;5min;2022-05-17T23:27:12+0200;2022-05-17T23:32:40+0200;;CODE_SMELL;;Douglashdaniel@github
AYDhvby-XPNZD9yvcUSy;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_default_extensions_page/brave_default_extensions_browser_proxy.js;brave_brave-core;11cd5001f3e83ea3c92fb0a37623b9c2;CLOSED;5min;5min;2022-05-17T13:43:10+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYHZWQge7yL04gAevJeE;typescript:S1134;MAJOR;brave_brave-core:components/brave_wallet_ui/common/hooks/transaction-parser.test.tsx;brave_brave-core;fb1ff0f83f1fb1a96176ff9c5d0e58fc;OPEN;0min;0min;2022-05-17T00:18:58+0200;2022-06-30T13:42:03+0200;;CODE_SMELL;;
AYCMmqr7jqOfzcBvTfB2;javascript:S2703;BLOCKER;brave_brave-core:build/commands/lib/util.js;brave_brave-core;c42d8702170a0130f3f02f04535b91e7;OPEN;2min;2min;2022-05-03T19:29:48+0200;2022-05-03T19:32:11+0200;;CODE_SMELL;;
AYDjrE09rLWdPHJuUEdi;typescript:S4634;MAJOR;brave_brave-core:components/brave_wallet_ui/common/async/__mocks__/lib.ts;brave_brave-core;1f3c206411346cc89be55477950c4da0;OPEN;5min;5min;2022-04-27T05:09:19+0200;2022-04-27T05:09:19+0200;;CODE_SMELL;;
AYDjrE09rLWdPHJuUEdj;typescript:S4634;MAJOR;brave_brave-core:components/brave_wallet_ui/common/async/__mocks__/lib.ts;brave_brave-core;d56799e5eae11002deba05a28d908832;OPEN;5min;5min;2022-04-27T05:09:19+0200;2022-04-27T05:09:19+0200;;CODE_SMELL;;
AYElC1FjqGXpJHe8B4qZ;javascript:S3504;CRITICAL;brave_brave-core:build/commands/lib/config.js;brave_brave-core;70cf71602db1bf4b248ae46f642358dd;OPEN;5min;5min;2022-04-20T01:12:12+0200;2022-06-02T16:33:42+0200;;CODE_SMELL;;
AYA-RUtrTBPgKLwKYVvs;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/desktop/line-chart/custom-reference-dot.tsx;brave_brave-core;f25ef93f713153f1c3d9acb974469d6a;OPEN;5min;5min;2022-04-18T18:58:25+0200;2022-04-18T21:59:46+0200;;CODE_SMELL;;
AYA-RUtrTBPgKLwKYVvt;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/desktop/line-chart/custom-reference-dot.tsx;brave_brave-core;2527477299ff2566ad766219bec73d65;OPEN;5min;5min;2022-04-18T18:58:25+0200;2022-04-18T21:59:46+0200;;CODE_SMELL;;
AYAjoZycF3rg56pYrrjv;typescript:S1135;INFO;brave_brave-core:components/brave_vpn/resources/panel/components/contact-support/index.tsx;brave_brave-core;35cc92e6dbb10588d943cd14304bbe9f;OPEN;0min;0min;2022-04-12T01:39:51+0200;2022-04-13T17:50:38+0200;;CODE_SMELL;;petemill@github
